Region,Category,Recommended_selling_price,Brand_Strength_Score,Target_margin,Base_Cost,Actual_Is_Premium,Premium_Probability,Premium_Segment
UK,Home Care,5.115000000000001,1,0.32,4.65,0,1.581073361666532e-22,Standard / Value
France,Home Care,10.4,7,0.29,8.32,0,0.02100085206705939,Standard / Value
France,Personal Care,8.928,10,0.29,5.58,1,0.9999999960928159,Strong Premium
Germany,Food & Refreshment,18.2528,5,0.31,14.26,0,4.021429800739672e-09,Standard / Value
Germany,Home Care,9.862499999999999,5,0.31,7.89,0,4.157632392630953e-09,Standard / Value
France,Home Care,14.0,6,0.29,11.2,0,9.291602798916156e-06,Standard / Value
Spain,Home Care,13.075,6,0.3,10.46,0,9.328210519487184e-06,Standard / Value
France,Food & Refreshment,7.448000000000001,3,0.29,6.65,0,8.090362358969703e-16,Standard / Value
UK,Personal Care,0.8969999999999999,2,0.32,0.78,0,3.669104974470786e-19,Standard / Value
Spain,Home Care,7.5,9,0.3,5.0,1,0.9999911420053209,Strong Premium
Germany,Home Care,9.51,8,0.31,6.34,1,0.9801183116439278,Strong Premium
Spain,Home Care,8.14,1,0.3,7.4,0,1.558305304965669e-22,Standard / Value
Germany,Food & Refreshment,1.5616,6,0.31,1.22,0,9.79058081194461e-06,Standard / Value
Germany,Home Care,13.167,2,0.31,11.97,0,3.460362326609774e-19,Standard / Value
UK,Home Care,13.618,1,0.32,12.38,0,1.51844130845955e-22,Standard / Value
UK,Food & Refreshment,8.32,5,0.32,6.5,0,4.188223864821104e-09,Standard / Value
Germany,Home Care,0.765,8,0.31,0.51,1,0.9807037341057809,Strong Premium
Spain,Food & Refreshment,3.606400000000001,2,0.3,3.22,0,3.622135076432225e-19,Standard / Value
Spain,Personal Care,4.255,3,0.3,3.7,0,8.216642057009539e-16,Standard / Value
Spain,Personal Care,7.527,7,0.3,5.79,0,0.02127587904327569,Standard / Value
Germany,Home Care,9.3625,5,0.31,7.49,0,4.166337475525176e-09,Standard / Value
France,Home Care,11.73,8,0.29,7.82,1,0.9799644839975051,Strong Premium
UK,Home Care,7.458000000000001,1,0.32,6.78,0,1.563561676382902e-22,Standard / Value
France,Food & Refreshment,13.609,9,0.29,8.78,1,0.9999909646168317,Strong Premium
Germany,Food & Refreshment,6.556500000000001,8,0.31,4.23,1,0.9803321708536238,Strong Premium
Spain,Personal Care,9.616,10,0.3,6.01,1,0.9999999960842667,Strong Premium
France,Food & Refreshment,21.576,8,0.29,13.92,1,0.9793285442164142,Strong Premium
UK,Home Care,19.56,10,0.32,13.04,1,0.9999999959381585,Strong Premium
Spain,Personal Care,16.328,4,0.3,12.56,0,1.78399651445623e-12,Standard / Value
UK,Food & Refreshment,1.364,9,0.32,0.88,1,0.9999913318802972,Strong Premium
France,Personal Care,6.416,9,0.29,4.01,1,0.9999911871879854,Strong Premium
Germany,Home Care,10.975,4,0.31,8.78,0,1.819722806638704e-12,Standard / Value
UK,Personal Care,5.98,6,0.32,4.6,0,9.6196698093886e-06,Standard / Value
Spain,Personal Care,10.881,7,0.3,8.37,0,0.02099676752425269,Standard / Value
UK,Home Care,16.159,1,0.32,14.69,0,1.500210651323618e-22,Standard / Value
France,Personal Care,3.104,8,0.29,1.94,1,0.980559330603468,Strong Premium
France,Food & Refreshment,13.8112,6,0.29,10.79,0,9.311543877337106e-06,Standard / Value
UK,Food & Refreshment,18.6,9,0.32,12.0,1,0.9999908129301699,Strong Premium
UK,Food & Refreshment,7.734500000000001,9,0.32,4.99,1,0.9999911435802205,Strong Premium
UK,Food & Refreshment,9.1776,7,0.32,7.17,0,0.0211287342524412,Standard / Value
Spain,Food & Refreshment,21.762,8,0.3,14.04,1,0.9793171090472376,Strong Premium
Spain,Food & Refreshment,5.5936,7,0.3,4.37,0,0.02143104384105525,Standard / Value
UK,Personal Care,18.4,8,0.32,11.5,1,0.9795869312537598,Strong Premium
UK,Home Care,8.879999999999999,8,0.32,5.92,1,0.9801622819856183,Strong Premium
UK,Personal Care,9.217,5,0.32,7.09,0,4.175322824533271e-09,Standard / Value
Spain,Personal Care,12.87,7,0.3,9.9,0,0.02083294366059052,Standard / Value
UK,Home Care,3.278,1,0.32,2.98,0,1.594940238089657e-22,Standard / Value
Spain,Personal Care,0.8160000000000001,10,0.3,0.51,1,0.9999999961952757,Strong Premium
Germany,Food & Refreshment,9.150400000000001,1,0.31,8.17,0,1.552141166094213e-22,Standard / Value
UK,Personal Care,2.782,5,0.32,2.14,0,4.284804243751995e-09,Standard / Value
France,Personal Care,1.469,5,0.29,1.13,0,4.306682127917219e-09,Standard / Value
UK,Personal Care,8.512,9,0.32,5.32,1,0.9999911282850048,Strong Premium
Germany,Home Care,2.655,9,0.31,1.77,1,0.9999912909008495,Strong Premium
Germany,Personal Care,8.88,10,0.31,5.55,1,0.999999996093919,Strong Premium
France,Home Care,4.455,9,0.29,2.97,1,0.9999912349823051,Strong Premium
UK,Personal Care,10.634,6,0.32,8.18,0,9.441270524849017e-06,Standard / Value
Spain,Food & Refreshment,17.2672,6,0.3,13.49,0,9.181583605733304e-06,Standard / Value
Spain,Home Care,7.23,10,0.3,4.82,1,0.9999999961085564,Strong Premium
Germany,Personal Care,14.235,7,0.31,10.95,0,0.02072251363817904,Standard / Value
UK,Personal Care,17.02,3,0.32,14.8,0,7.754288534831559e-16,Standard / Value
France,Personal Care,7.0725,3,0.29,6.15,0,8.111541990549644e-16,Standard / Value
UK,Food & Refreshment,13.888,2,0.32,12.4,0,3.452807350033882e-19,Standard / Value
Spain,Food & Refreshment,12.741,10,0.3,8.22,1,0.9999999960387542,Strong Premium
UK,Home Care,13.485,9,0.32,8.99,1,0.9999909563928527,Strong Premium
Germany,Personal Care,13.5355,3,0.31,11.77,0,7.877628739738148e-16,Standard / Value
Spain,Home Care,14.751,2,0.3,13.41,0,3.434189300415283e-19,Standard / Value
UK,Personal Care,12.974,7,0.32,9.98,0,0.02082697185649601,Standard / Value
Germany,Home Care,6.862500000000001,5,0.31,5.49,0,4.210137049694738e-09,Standard / Value
Germany,Home Care,17.625,10,0.31,11.75,1,0.9999999959652115,Strong Premium
Germany,Personal Care,14.214,3,0.31,12.36,0,7.853363177665e-16,Standard / Value
Germany,Food & Refreshment,14.7095,9,0.31,9.49,1,0.9999909321488658,Strong Premium
Germany,Personal Care,6.681999999999999,6,0.31,5.14,0,9.59194406965774e-06,Standard / Value
France,Home Care,8.47,2,0.29,7.7,0,3.538048479457628e-19,Standard / Value
Germany,Food & Refreshment,9.1295,10,0.31,5.89,1,0.9999999960869685,Strong Premium
Spain,Food & Refreshment,15.9104,4,0.3,12.43,0,1.785209617092096e-12,Standard / Value
France,Personal Care,5.664000000000001,10,0.29,3.54,1,0.9999999961342723,Strong Premium
Spain,Personal Care,2.0125,2,0.3,1.75,0,3.650083977030922e-19,Standard / Value
Spain,Food & Refreshment,5.8624,4,0.3,4.58,0,1.860011959560643e-12,Standard / Value
Spain,Home Care,15.51,9,0.3,10.34,1,0.999990891185018,Strong Premium
UK,Personal Care,15.509,6,0.32,11.93,0,9.257946536931487e-06,Standard / Value
Spain,Home Care,15.975,7,0.3,12.78,0,0.02052795635430547,Standard / Value
Germany,Personal Care,14.096,8,0.31,8.81,1,0.9798650691160684,Strong Premium
France,Personal Care,12.64,9,0.29,7.9,1,0.999991006096866,Strong Premium
Spain,Personal Care,13.952,9,0.3,8.72,1,0.9999909680179528,Strong Premium
Spain,Personal Care,13.376,10,0.3,8.36,1,0.9999999960358534,Strong Premium
Spain,Home Care,10.747,2,0.3,9.77,0,3.500179246454427e-19,Standard / Value
Spain,Food & Refreshment,21.2195,10,0.3,13.69,1,0.9999999959238179,Strong Premium
UK,Personal Care,6.994,4,0.32,5.38,0,1.852480030301576e-12,Standard / Value
France,Personal Care,11.96,1,0.29,10.4,0,1.533954966736424e-22,Standard / Value
Spain,Personal Care,4.225000000000001,6,0.3,3.25,0,9.686599184526977e-06,Standard / Value
Spain,Home Care,7.546000000000001,1,0.3,6.86,0,1.562711585772282e-22,Standard / Value
UK,Home Care,17.805,8,0.32,11.87,1,0.9795482082894383,Strong Premium
Spain,Food & Refreshment,7.392,1,0.3,6.6,0,1.564837569840652e-22,Standard / Value
Germany,Food & Refreshment,3.9835,10,0.31,2.57,1,0.9999999961543127,Strong Premium
UK,Food & Refreshment,15.5776,6,0.32,12.17,0,9.246335741007017e-06,Standard / Value
France,Food & Refreshment,3.7632,1,0.29,3.36,0,1.591474574190451e-22,Standard / Value
Germany,Home Care,13.55,4,0.31,10.84,0,1.80022669005463e-12,Standard / Value
Germany,Personal Care,6.224,9,0.31,3.89,1,0.9999911938214193,Strong Premium
UK,Home Care,19.08,9,0.32,12.72,1,0.9999907782775669,Strong Premium
Germany,Food & Refreshment,16.64,4,0.31,13.0,0,1.780008453841903e-12,Standard / Value
France,Food & Refreshment,13.5968,1,0.29,12.14,0,1.520061831782205e-22,Standard / Value
Germany,Home Care,16.9125,6,0.31,13.53,0,9.180239569831695e-06,Standard / Value
UK,Personal Care,18.512,8,0.32,11.57,1,0.9795796107977535,Strong Premium
UK,Food & Refreshment,9.4592,4,0.32,7.39,0,1.833112157742654e-12,Standard / Value
Germany,Personal Care,14.352,10,0.31,8.97,1,0.9999999960234385,Strong Premium
UK,Home Care,2.057,2,0.32,1.87,0,3.648252280878004e-19,Standard / Value
UK,Food & Refreshment,22.351,10,0.32,14.42,1,0.9999999959087424,Strong Premium
UK,Food & Refreshment,9.856000000000002,1,0.32,8.8,0,1.547133574846552e-22,Standard / Value
UK,Personal Care,14.513,2,0.32,12.62,0,3.448837648729742e-19,Standard / Value
France,Home Care,14.608,3,0.29,13.28,0,7.81469343429011e-16,Standard / Value
France,Home Care,0.9875,5,0.29,0.79,0,4.314345508928267e-09,Standard / Value
France,Personal Care,7.408,9,0.29,4.63,1,0.9999911585713152,Strong Premium
UK,Food & Refreshment,4.312,2,0.32,3.85,0,3.610675775906496e-19,Standard / Value
France,Home Care,14.9875,4,0.29,11.99,0,1.789209330771475e-12,Standard / Value
Spain,Food & Refreshment,15.779,8,0.3,10.18,1,0.9797220004260662,Strong Premium
Germany,Food & Refreshment,15.7136,1,0.31,14.03,0,1.505302482612258e-22,Standard / Value
UK,Food & Refreshment,6.680499999999999,10,0.32,4.31,1,0.9999999961194073,Strong Premium
Germany,Home Care,17.6375,5,0.31,14.11,0,4.024585202427511e-09,Standard / Value
Germany,Home Care,18.105,9,0.31,12.07,1,0.9999908089900743,Strong Premium
Spain,Personal Care,7.472,8,0.3,4.67,1,0.9802865486370915,Strong Premium
UK,Food & Refreshment,15.2448,6,0.32,11.91,0,9.258914761120168e-06,Standard / Value
Germany,Home Care,2.211,1,0.31,2.01,0,1.602949813502998e-22,Standard / Value
France,Food & Refreshment,19.7005,10,0.29,12.71,1,0.9999999959443977,Strong Premium
UK,Home Care,4.362500000000001,7,0.32,3.49,0,0.02153040144194664,Standard / Value
Germany,Food & Refreshment,14.4896,6,0.31,11.32,0,9.286940102071306e-06,Standard / Value
Germany,Personal Care,7.13,3,0.31,6.2,0,8.110439511560068e-16,Standard / Value
Germany,Personal Care,7.497999999999999,3,0.31,6.52,0,8.096880012303198e-16,Standard / Value
Germany,Food & Refreshment,8.773,9,0.31,5.66,1,0.9999911119408672,Strong Premium
France,Food & Refreshment,11.129,10,0.29,7.18,1,0.9999999960599901,Strong Premium
France,Food & Refreshment,15.1296,5,0.29,11.82,0,4.072555016636835e-09,Standard / Value
France,Food & Refreshment,14.8955,10,0.29,9.61,1,0.9999999960096078,Strong Premium
Germany,Personal Care,16.307,3,0.31,14.18,0,7.77897999255225e-16,Standard / Value
Germany,Food & Refreshment,4.9135,9,0.31,3.17,1,0.9999912269125408,Strong Premium
Spain,Food & Refreshment,5.301,10,0.3,3.42,1,0.9999999961369397,Strong Premium
UK,Food & Refreshment,12.672,4,0.32,9.9,0,1.809210474848791e-12,Standard / Value
UK,Food & Refreshment,3.2928,1,0.32,2.94,0,1.595273866019663e-22,Standard / Value
Spain,Home Care,5.313000000000001,1,0.3,4.83,0,1.579387683914372e-22,Standard / Value
France,Home Care,7.8125,7,0.29,6.25,0,0.02122454661633869,Standard / Value
France,Food & Refreshment,16.3584,6,0.29,12.78,0,9.215155256984668e-06,Standard / Value
UK,Home Care,5.055,9,0.32,3.37,1,0.9999912182842183,Strong Premium
France,Food & Refreshment,17.8816,6,0.29,13.97,0,9.157993214890204e-06,Standard / Value
Spain,Personal Care,9.555,7,0.3,7.35,0,0.0211066830956304,Standard / Value
UK,Personal Care,6.198499999999999,3,0.32,5.39,0,8.145374763011907e-16,Standard / Value
Spain,Personal Care,16.307,1,0.3,14.18,0,1.504027880546679e-22,Standard / Value
Germany,Personal Care,11.216,10,0.31,7.01,1,0.9999999960639849,Strong Premium
France,Personal Care,18.902,5,0.29,14.54,0,4.015042326406473e-09,Standard / Value
UK,Home Care,11.975,4,0.32,9.58,0,1.812240282385998e-12,Standard / Value
Germany,Home Care,11.9875,7,0.31,9.59,0,0.02086731764817684,Standard / Value
UK,Home Care,2.7375,6,0.32,2.19,0,9.741659984375558e-06,Standard / Value
France,Home Care,10.197,2,0.29,9.27,0,3.50912206692471e-19,Standard / Value
Germany,Home Care,14.13,10,0.31,9.42,1,0.9999999960140706,Strong Premium
France,Food & Refreshment,10.1835,10,0.29,6.57,1,0.9999999960725374,Strong Premium
France,Home Care,13.783,1,0.29,12.53,0,1.516965156353166e-22,Standard / Value
UK,Personal Care,2.2425,3,0.32,1.95,0,8.293215419393225e-16,Standard / Value
Germany,Personal Care,14.924,5,0.31,11.48,0,4.080313926113669e-09,Standard / Value
UK,Personal Care,2.346,3,0.32,2.04,0,8.289313521990541e-16,Standard / Value
Germany,Food & Refreshment,6.784,4,0.31,5.3,0,1.853138802288089e-12,Standard / Value
UK,Personal Care,13.169,6,0.32,10.13,0,9.345493502684714e-06,Standard / Value
Germany,Personal Care,14.576,9,0.31,9.11,1,0.9999909501485641,Strong Premium
France,Personal Care,8.648,1,0.29,7.52,0,1.557230083323899e-22,Standard / Value
Spain,Personal Care,5.136,9,0.3,3.21,1,0.999991224526675,Strong Premium
Spain,Home Care,10.38,9,0.3,6.92,1,0.999991052628024,Strong Premium
UK,Personal Care,1.36,8,0.32,0.85,1,0.9806712514097303,Strong Premium
France,Food & Refreshment,16.7808,4,0.29,13.11,0,1.778761631266084e-12,Standard / Value
Germany,Personal Care,6.9575,3,0.31,6.05,0,8.116803341315831e-16,Standard / Value
UK,Home Care,10.825,4,0.32,8.66,0,1.820979271797359e-12,Standard / Value
France,Food & Refreshment,18.5472,7,0.29,14.49,0,0.02034769181424946,Standard / Value
Spain,Food & Refreshment,8.3855,10,0.3,5.41,1,0.9999999960965325,Strong Premium
Spain,Personal Care,11.531,7,0.3,8.87,0,0.02094309211600349,Standard / Value
Germany,Food & Refreshment,15.6032,5,0.31,12.19,0,4.065193689667383e-09,Standard / Value
UK,Personal Care,10.946,4,0.32,8.42,0,1.823265930538985e-12,Standard / Value
Germany,Home Care,7.512499999999999,5,0.31,6.01,0,4.198705059256256e-09,Standard / Value
Germany,Home Care,4.89,10,0.31,3.26,1,0.9999999961404125,Strong Premium
Spain,Home Care,10.362,3,0.3,9.42,0,7.974525547879894e-16,Standard / Value
Spain,Personal Care,18.416,9,0.3,11.51,1,0.9999908352884056,Strong Premium
Spain,Home Care,12.795,8,0.3,8.53,1,0.9798926982602116,Strong Premium
Germany,Home Care,4.455,1,0.31,4.05,0,1.585942002710061e-22,Standard / Value
France,Personal Care,6.552,7,0.29,5.04,0,0.02135638308191941,Standard / Value
Spain,Personal Care,22.272,9,0.3,13.92,1,0.9999907190676508,Strong Premium
Germany,Food & Refreshment,12.8512,5,0.31,10.04,0,4.111153240453214e-09,Standard / Value
Spain,Home Care,8.7,10,0.3,5.8,1,0.9999999960885642,Strong Premium
Germany,Food & Refreshment,3.6735,9,0.31,2.37,1,0.999991263534636,Strong Premium
Spain,Home Care,15.1125,7,0.3,12.09,0,0.02060062564124555,Standard / Value
France,Food & Refreshment,13.44,7,0.29,10.5,0,0.02076776468522517,Standard / Value
Spain,Food & Refreshment,10.0352,5,0.3,7.84,0,4.158458534787485e-09,Standard / Value
UK,Food & Refreshment,1.7696,3,0.32,1.58,0,8.30927585904248e-16,Standard / Value
Germany,Personal Care,0.8739999999999999,2,0.31,0.76,0,3.669258410136259e-19,Standard / Value
France,Food & Refreshment,9.4528,3,0.29,8.44,0,8.014991629994989e-16,Standard / Value
Germany,Personal Care,11.1435,2,0.31,9.69,0,3.501863501292527e-19,Standard / Value
France,Personal Care,19.279,4,0.29,14.83,0,1.762835610756603e-12,Standard / Value
UK,Home Care,7.0625,5,0.32,5.65,0,4.206880223148718e-09,Standard / Value
Spain,Food & Refreshment,4.7275,8,0.3,3.05,1,0.9804495823414275,Strong Premium
Germany,Personal Care,18.135,7,0.31,13.95,0,0.02040656226753911,Standard / Value
Spain,Personal Care,11.3275,1,0.3,9.85,0,1.538469385604402e-22,Standard / Value
Germany,Home Care,18.05,7,0.31,14.44,0,0.02035540694816983,Standard / Value
Spain,Personal Care,7.7395,3,0.3,6.73,0,8.08748631747931e-16,Standard / Value
France,Personal Care,1.518,3,0.29,1.32,0,8.319013697034465e-16,Standard / Value
France,Home Care,6.27,10,0.29,4.18,1,0.999999996121314,Strong Premium
UK,Home Care,6.587499999999999,7,0.32,5.27,0,0.0213351927510219,Standard / Value
UK,Food & Refreshment,17.2825,10,0.32,11.15,1,0.9999999959781025,Strong Premium
Spain,Home Care,8.855000000000002,3,0.3,8.05,0,8.031857204102771e-16,Standard / Value
Germany,Home Care,15.257,2,0.31,13.87,0,3.426153971738033e-19,Standard / Value
Germany,Personal Care,11.6725,2,0.31,10.15,0,3.493450568480049e-19,Standard / Value
France,Food & Refreshment,2.821,8,0.29,1.82,1,0.9805712883119941,Strong Premium
UK,Home Care,14.861,2,0.32,13.51,0,3.432824926225739e-19,Standard / Value
France,Food & Refreshment,21.39,9,0.29,13.8,1,0.999990724307159,Strong Premium
UK,Food & Refreshment,18.8672,7,0.32,14.74,0,0.02032539904172024,Standard / Value
France,Home Care,10.575,9,0.29,7.05,1,0.999991045981999,Strong Premium
Germany,Food & Refreshment,8.2615,10,0.31,5.33,1,0.9999999960984098,Strong Premium
UK,Food & Refreshment,18.8928,7,0.32,14.76,0,0.02032331674931346,Standard / Value
Germany,Food & Refreshment,5.6265,10,0.31,3.63,1,0.999999996132938,Strong Premium
UK,Personal Care,15.093,5,0.32,11.61,0,4.07779715149074e-09,Standard / Value
Germany,Food & Refreshment,18.9056,6,0.31,14.77,0,9.120909191016562e-06,Standard / Value
France,Food & Refreshment,3.0336,7,0.29,2.37,0,0.02165013512781503,Standard / Value
UK,Food & Refreshment,13.299,8,0.32,8.58,1,0.9798900199735299,Strong Premium
Germany,Food & Refreshment,7.7035,8,0.31,4.97,1,0.9802574259879921,Strong Premium
Germany,Home Care,15.375,7,0.31,12.3,0,0.02057974727150397,Standard / Value
Spain,Home Care,2.79,8,0.3,1.86,1,0.9805684990919129,Strong Premium
Germany,Personal Care,10.3385,3,0.31,8.99,0,7.992977584113833e-16,Standard / Value
Spain,Home Care,4.026000000000001,2,0.3,3.66,0,3.61381110859283e-19,Standard / Value
Germany,Food & Refreshment,1.9584,7,0.31,1.53,0,0.02174603601859904,Standard / Value
France,Food & Refreshment,4.8128,6,0.29,3.76,0,9.660195783580805e-06,Standard / Value
France,Food & Refreshment,4.2112,5,0.29,3.29,0,4.258314043683291e-09,Standard / Value
France,Food & Refreshment,2.968,3,0.29,2.65,0,8.261360049730367e-16,Standard / Value
UK,Home Care,14.993,1,0.32,13.63,0,1.508548899472379e-22,Standard / Value
Spain,Personal Care,3.302,7,0.3,2.54,0,0.02163264288572009,Standard / Value
France,Food & Refreshment,8.8576,4,0.29,6.92,0,1.837276785303458e-12,Standard / Value
Spain,Home Care,2.728,3,0.3,2.48,0,8.269225952571205e-16,Standard / Value
UK,Home Care,14.1375,4,0.32,11.31,0,1.795920603233372e-12,Standard / Value
France,Home Care,7.6125,5,0.29,6.09,0,4.196422271319891e-09,Standard / Value
Spain,Personal Care,18.85,6,0.3,14.5,0,9.133221936802829e-06,Standard / Value
France,Personal Care,13.92,10,0.29,8.7,1,0.9999999960285502,Strong Premium
UK,Food & Refreshment,0.8959999999999999,5,0.32,0.7,0,4.317189111024969e-09,Standard / Value
UK,Food & Refreshment,5.0624,3,0.32,4.52,0,8.182513840575317e-16,Standard / Value
Spain,Home Care,6.720000000000001,8,0.3,4.48,1,0.9803057386236539,Strong Premium
Germany,Food & Refreshment,8.176,3,0.31,7.3,0,8.063923629816079e-16,Standard / Value
France,Food & Refreshment,7.8585,9,0.29,5.07,1,0.9999911382063558,Strong Premium
UK,Food & Refreshment,16.2816,5,0.32,12.72,0,4.054197725778914e-09,Standard / Value
France,Personal Care,11.339,1,0.29,9.86,0,1.538292394265292e-22,Standard / Value
France,Home Care,15.631,1,0.29,14.21,0,1.503697588768157e-22,Standard / Value
France,Food & Refreshment,5.7195,10,0.29,3.69,1,0.9999999961312391,Strong Premium
Germany,Personal Care,3.072,10,0.31,1.92,1,0.9999999961673611,Strong Premium
Spain,Home Care,5.45,4,0.3,4.36,0,1.862152881417103e-12,Standard / Value
Germany,Food & Refreshment,2.6096,2,0.31,2.33,0,3.639259250125359e-19,Standard / Value
Germany,Personal Care,6.352,8,0.31,3.97,1,0.9803583666754446,Strong Premium
UK,Personal Care,2.73,5,0.32,2.1,0,4.285700534616071e-09,Standard / Value
Germany,Food & Refreshment,18.8325,8,0.31,12.15,1,0.9795175974942522,Strong Premium
France,Personal Care,8.086,7,0.29,6.22,0,0.02122780564319776,Standard / Value
France,Personal Care,7.935,3,0.29,6.9,0,8.079793290107184e-16,Standard / Value
Spain,Food & Refreshment,11.47,9,0.3,7.4,1,0.9999910301431457,Strong Premium
France,Food & Refreshment,1.736,2,0.29,1.55,0,3.653673862319889e-19,Standard / Value
Germany,Personal Care,8.429499999999999,1,0.31,7.33,0,1.558973627768377e-22,Standard / Value
Germany,Personal Care,18.707,5,0.31,14.39,0,4.018697120484704e-09,Standard / Value
France,Home Care,8.05,7,0.29,6.44,0,0.02120391747723488,Standard / Value
France,Food & Refreshment,13.392,9,0.29,8.64,1,0.9999909712287016,Strong Premium
France,Home Care,17.5625,4,0.29,14.05,0,1.77004012896845e-12,Standard / Value
Spain,Food & Refreshment,11.346,10,0.3,7.32,1,0.9999999960573522,Strong Premium
UK,Food & Refreshment,8.4864,6,0.32,6.63,0,9.518100680675183e-06,Standard / Value
Spain,Personal Care,17.52,8,0.3,10.95,1,0.979641856552151,Strong Premium
Spain,Personal Care,10.112,10,0.3,6.32,1,0.9999999960779142,Strong Premium
Germany,Home Care,1.4875,5,0.31,1.19,0,4.305871629108265e-09,Standard / Value
Spain,Personal Care,5.3935,3,0.3,4.69,0,8.174217381315887e-16,Standard / Value
Germany,Personal Care,7.085000000000001,6,0.31,5.45,0,9.576408584957457e-06,Standard / Value
France,Food & Refreshment,2.0224,6,0.29,1.58,0,9.770941868097915e-06,Standard / Value
France,Home Care,12.045,2,0.29,10.95,0,3.478430845051891e-19,Standard / Value
Spain,Home Care,1.5375,6,0.3,1.23,0,9.789454477510573e-06,Standard / Value
Spain,Home Care,11.925,5,0.3,9.54,0,4.12165707543278e-09,Standard / Value
France,Home Care,7.920000000000001,2,0.29,7.2,0,3.54731068057815e-19,Standard / Value
Germany,Home Care,7.6625,6,0.31,6.13,0,9.542418821939982e-06,Standard / Value
Spain,Home Care,4.800000000000001,8,0.3,3.2,1,0.9804345423078166,Strong Premium
Germany,Home Care,10.35,5,0.31,8.28,0,4.149162449007168e-09,Standard / Value
Germany,Food & Refreshment,5.712,2,0.31,5.1,0,3.586927658028978e-19,Standard / Value
France,Home Care,6.825,6,0.29,5.46,0,9.574705956741797e-06,Standard / Value
Spain,Home Care,2.0,6,0.3,1.6,0,9.770533285176814e-06,Standard / Value
UK,Food & Refreshment,1.848,2,0.32,1.65,0,3.652451513579628e-19,Standard / Value
Spain,Food & Refreshment,3.2,7,0.3,2.5,0,0.02163707006955448,Standard / Value
France,Home Care,12.925,6,0.29,10.34,0,9.333479692692071e-06,Standard / Value
Germany,Food & Refreshment,12.028,9,0.31,7.76,1,0.9999910138064102,Strong Premium
France,Home Care,0.8999999999999999,4,0.29,0.72,0,1.897816119944587e-12,Standard / Value
France,Food & Refreshment,2.2475,8,0.29,1.45,1,0.9806081125473749,Strong Premium
UK,Personal Care,15.488,9,0.32,9.68,1,0.9999909237052473,Strong Premium
Spain,Home Care,21.09,8,0.3,14.06,1,0.9793149906913432,Strong Premium
France,Food & Refreshment,22.072,8,0.29,14.24,1,0.9792946433818351,Strong Premium
Spain,Food & Refreshment,15.424,6,0.3,12.05,0,9.250978051796603e-06,Standard / Value
Spain,Home Care,5.709000000000001,1,0.3,5.19,0,1.576417419397906e-22,Standard / Value
Germany,Home Care,14.993,2,0.31,13.63,0,3.430456296894065e-19,Standard / Value
UK,Food & Refreshment,6.8352,7,0.32,5.34,0,0.02132755148938307,Standard / Value
UK,Home Care,12.585,10,0.32,8.39,1,0.9999999960357291,Strong Premium
Spain,Personal Care,10.4765,3,0.3,9.11,0,7.987462475839972e-16,Standard / Value
Germany,Personal Care,5.485499999999999,3,0.31,4.77,0,8.171311530218365e-16,Standard / Value
France,Food & Refreshment,0.9296000000000001,2,0.29,0.83,0,3.667455239823787e-19,Standard / Value
UK,Personal Care,16.0,10,0.32,10.0,1,0.9999999960022148,Strong Premium
Spain,Home Care,10.975,6,0.3,8.78,0,9.410515299230455e-06,Standard / Value
France,Food & Refreshment,13.8432,3,0.29,12.36,0,7.852377467604614e-16,Standard / Value
France,Food & Refreshment,1.1648,5,0.29,0.91,0,4.311639230375286e-09,Standard / Value
Germany,Food & Refreshment,11.2672,1,0.31,10.06,0,1.536877411670474e-22,Standard / Value
Germany,Food & Refreshment,9.176,9,0.31,5.92,1,0.9999910998492542,Strong Premium
